69	0.000066	0.000051	80100	80000	50000
70	0.326659	0.254767	83376900	198810000	83356900
70	0.000065	0.000051	80100	80000	50000
71	0.334861	0.261164	84439344	204490000	84419344
71	0.000065	0.000050	80100	80000	50000
72	0.343316	0.267758	85471536	210250000	85451536
72	0.000067	0.000052	80100	80000	50000
73	0.355064	0.276920	86472804	216090000	86452804
73	0.000071	0.000056	80100	80000	50000
74	0.363234	0.283292	87442500	222010000	87422500
74	0.000065	0.000051	80100	80000	50000
75	0.371707	0.289900	88380000	228010000	88360000
75	0.000066	0.000052	80100	80000	50000
76	0.381773	0.297751	89284704	234090000	89264704
76	0.000066	0.000052	80100	80000	50000
77	0.389914	0.304100	90156036	240250000	90136036
77	0.000066	0.000052	80100	80000	50000
78	0.401312	0.312990	90993444	246490000	90973444
78	0.000071	0.000056	80100	80000	50000
79	0.411107	0.320629	91796400	252810000	91776400
79	0.000065	0.000051	80100	80000	50000
80	0.416246	0.324637	92564400	259210000	92544400
80	0.000066	0.000051	80100	80000	50000
81	0.430108	0.335448	93296964	265690000	93276964
81	0.000067	0.000053	80100	80000	50000
82	0.438130	0.341705	93993636	272250000	93973636
82	0.000104	0.000081	80100	80000	50000
83	0.451548	0.352170	94653984	278890000	94633984
83	0.000067	0.000052	80100	80000	50000
84	0.461508	0.359938	95277600	285610000	95257600
84	0.000066	0.000052	80100	80000	50000
85	0.468611	0.365477	95864100	292410000	95844100
85	0.000065	0.000050	80100	80000	50000
86	0.478929	0.373524	96413124	299290000	96393124
86	0.000065	0.000051	80100	80000	50000
87	0.487724	0.380383	96924336	306250000	96904336
87	0.000066	0.000052	80100	80000	50000
88	0.498142	0.388508	97397424	313290000	97377424
88	0.000069	0.000054	80100	80000	50000
89	0.519263	0.404982	97832100	320410000	97812100
89	0.000068	0.000053	80100	80000	50000
90	0.532284	0.415136	98228100	327610000	98208100
90	0.000067	0.000052	80100	80000	50000
91	0.537986	0.419584	98585184	334890000	98565184
91	0.000068	0.000053	80100	80000	50000
92	0.554569	0.432517	98903136	342250000	98883136
92	0.000067	0.000052	80100	80000	50000
93	0.573339	0.447156	99181764	349690000	99161764
93	0.000067	0.000052	80100	80000	50000
94	0.580316	0.452597	99420900	357210000	99400900
94	0.000064	0.000050	80100	80000	50000
95	0.592190	0.461858	99620400	364810000	99600400
95	0.000067	0.000052	80100	80000	50000
96	0.604083	0.471134	99780144	372490000	99760144
96	0.000067	0.000052	80100	80000	50000
97	0.608107	0.474273	99900036	380250000	99880036
97	0.000067	0.000052	80100	80000	50000
98	0.626185	0.488372	99980004	388090000	99960004
98	0.000066	0.000051	80100	80000	50000
99	0.631696	0.492670	100020000	396010000	100000000
99	0.000079	0.000062	80100	80000	50000
100	0.644881	0.502953	100020000	404010000	100000000
100	0.000072	0.000056	80100	80000	50000
